Waterbody Name,Fish Species Present at Waterbody,Comments,Special Regulations on Waterbody,County,Types of Public Access,Public Fishing Access Owner,Waterbody Information,Longitude,Latitude,Location
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31474.html,Orange,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23879.html,-74.005368463,41.498270942,"(41.498270942, -74.005368463)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31474.html,Orange,Shore Fishing - Boat Launch (Hand Launch),Sloop Hill State Unique Area (DEC),http://www.dec.ny.gov/outdoor/23879.html,-74.012370281,41.46220104,"(41.46220104, -74.012370281)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Fishing pier available. Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31480.html,Rockland,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23873.html,-73.964747741,41.212319102,"(41.212319102, -73.964747741)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,OPRHP permit required (845-358-1316) Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry.,http://www.dec.ny.gov/outdoor/31480.html,Rockland,Shore Fishing - Boat Launch (Trailer Improved),Nyack Beach State Park,http://www.dec.ny.gov/outdoor/23873.html,-73.911660123,41.120463353,"(41.120463353, -73.911660123)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Shore Fishing - Boat Launch (Hand Launch),JFK Marina and Park (Municipal),http://www.dec.ny.gov/outdoor/23856.html,-73.897442938,40.956403965,"(40.956403965, -73.897442938)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Shore Fishing - Boat Launch (Hand Launch),Municipal,http://www.dec.ny.gov/outdoor/23856.html,-73.873229297,41.042570436,"(41.042570436, -73.873229297)"
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23856.html,-73.932452499,41.285341851,"(41.285341851, -73.932452499)"
Rondout Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrrondoutck.pdf,-74.296237949,41.77437696,"(41.77437696, -74.296237949)"
Wallkill River,Smallmouth Bass - Walleye - Carp,Electric Motors Only.,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Hand Launch),Municipal,http://www.dec.ny.gov/outdoor/58866.html,-74.093382138,41.743720878,"(41.743720878, -74.093382138)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.303461251,42.067369131,"(42.067369131, -74.303461251)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.351990724,42.106529941,"(42.106529941, -74.351990724)"
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.424036324,42.117566126,"(42.117566126, -74.424036324)"
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31490.html,Schoharie,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23870.html,-74.333227674,42.73979526,"(42.73979526, -74.333227674)"
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31490.html,Schoharie,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23870.html,-74.324516379,42.708143031,"(42.708143031, -74.324516379)"
Hoosic River,Brown Trout - Rainbow Trout - Smallmouth Bass - Carp,None,http://www.dec.ny.gov/outdoor/31502.html,Rensselear,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23874.html,-73.433395106,42.957765917,"(42.957765917, -73.433395106)"
Catskill Creek,Brown Trout*,None,,Albany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.201479004,42.414447458,"(42.414447458, -74.201479004)"
Catskill Creek,Brown Trout*,None,,Albany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.212227354,42.447683387,"(42.447683387, -74.212227354)"
Catskill Creek,Brown Trout*,None,,Schoharie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.247409065,42.472374393,"(42.472374393, -74.247409065)"
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.505900174,42.505718611,"(42.505718611, -73.505900174)"
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.407313844,42.535987538,"(42.535987538, -73.407313844)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.371131466,42.243625144,"(42.243625144, -74.371131466)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.284455128,42.227957137,"(42.227957137, -74.284455128)"
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.207702481,42.20707037,"(42.20707037, -74.207702481)"
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.366443143,42.553247105,"(42.553247105, -75.366443143)"
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.382776917,42.528472122,"(42.528472122, -75.382776917)"
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.397944664,42.393711696,"(42.393711696, -75.397944664)"
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.852639108,42.540758558,"(42.540758558, -74.852639108)"
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.749939073,42.588857057,"(42.588857057, -74.749939073)"
Charlotte Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcharlotte.pdf,-74.997847427,42.443708197,"(42.443708197, -74.997847427)"
Butternut Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbuternut.pdf,-75.144791275,42.670570475,"(42.670570475, -75.144791275)"
Chautauqua Creek,Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/chautauquacreek.pdf,-79.589919649,42.203633417,"(42.203633417, -79.589919649)"
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/67913.html,-79.049662499,43.174029561,"(43.174029561, -79.049662499)"
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Joseph Davis State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.051309539,43.214906243,"(43.214906243, -79.051309539)"
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Artpark State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.046464334,43.166763893,"(43.166763893, -79.046464334)"
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,Steep hike in.,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Devils Hole State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.047616105,43.133026069,"(43.133026069, -79.047616105)"
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,Steep hike in.,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Whirlpool State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.063987499,43.120371315,"(43.120371315, -79.063987499)"
Eighteen Mile Creek,Brown Trout* - Steelhead* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/eighteenmilesouth.pdf,-78.966497439,42.711455717,"(42.711455717, -78.966497439)"
Eighteen Mile Creek,Brown Trout* - Steelhead* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing,Eighteenmile Creek County Park (Undeveloped),http://www.dec.ny.gov/docs/fish_marine_pdf/eighteenmilesouth.pdf,-78.892991148,42.706649627,"(42.706649627, -78.892991148)"
Cattaraugus Creek (Upper),Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreekhosmer.pdf,-78.457810136,42.536282407,"(42.536282407, -78.457810136)"
Cattaraugus Creek (Upper),Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreekhosmer.pdf,-78.335135708,42.586092314,"(42.586092314, -78.335135708)"
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing,County Park,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.700131638,42.483415317,"(42.483415317, -78.700131638)"
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.7447426,42.473846016,"(42.473846016, -78.7447426)"
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Cattaraugus,Shore Fishing,Zoar Valley Multiple Use Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.903904539,42.443691682,"(42.443691682, -78.903904539)"
Lime Lake Outlet,Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/limelakemckin.pdf,-78.486217246,42.488673921,"(42.488673921, -78.486217246)"
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.946074243,42.116138081,"(42.116138081, -77.946074243)"
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.924837466,42.075496111,"(42.075496111, -77.924837466)"
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.895065324,42.015608849,"(42.015608849, -77.895065324)"
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.211783219,42.577607411,"(42.577607411, -78.211783219)"
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.17286482,42.572203313,"(42.572203313, -78.17286482)"
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.117776875,42.538612633,"(42.538612633, -78.117776875)"
Eighteen Mile Creek,Brown Trout - Steelhead* - Atlantic Salmon - Chinook Salmon* - Coho Salmon* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Niagara,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.717151567,43.336162796,"(43.336162796, -78.717151567)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23883.html,-78.854873984,43.021668182,"(43.021668182, -78.854873984)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Shore Fishing - Boat Launch (Trailer Improved),North Tanawanda Botanical Gardens,http://www.dec.ny.gov/outdoor/23883.html,-78.827152872,43.038311484,"(43.038311484, -78.827152872)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Erie,Shore Fishing - Boat Launch (Trailer Improved),Amherst Veterans Memorial Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.802579298,43.065019587,"(43.065019587, -78.802579298)"
Tonawanda Creek (Barge Canal),Smallmouth Bass - Largemouth Bass - Sunfish - Northern  Pike - Walleye - Carp,None,,Niagara,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23898.html,-78.591787404,43.074212652,"(43.074212652, -78.591787404)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Nia-wanda Municipal Park,http://www.dec.ny.gov/outdoor/23898.html,-78.891867762,43.016338306,"(43.016338306, -78.891867762)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Trailer Improved),Isle View County Park,http://www.dec.ny.gov/outdoor/23898.html,-78.910250799,43.009664906,"(43.009664906, -78.910250799)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.924851382,42.964723521,"(42.964723521, -78.924851382)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Erie,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23898.html,-78.909544175,42.945734622,"(42.945734622, -78.909544175)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,Marina available at state park.,http://www.dec.ny.gov/outdoor/31428.html,Erie,Shore Fishing - Boat Launch (Hand Launch),Beaver Island State Park,,-78.956061065,42.959058568,"(42.959058568, -78.956061065)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Griffon Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.953415212,43.075938439,"(43.075938439, -78.953415212)"
Niagara River (Upper),Rainbow Trout - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Muskellunge - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31428.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Gratwick Riverside Park (Municipal),http://www.dec.ny.gov/outdoor/23883.html,-78.899280741,43.053921139,"(43.053921139, -78.899280741)"
Ischua Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/ischuacreek.pdf,-78.462914733,42.310056584,"(42.310056584, -78.462914733)"
Goose Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/goosecreek.pdf,-79.412461551,42.084188387,"(42.084188387, -79.412461551)"
Clear Creek (Ellington),Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.158538511,42.265576911,"(42.265576911, -79.158538511)"
Clear Creek (Ellington),Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/clearcreekelling.pdf,-79.153304992,42.257507691,"(42.257507691, -79.153304992)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Trailer Improved),New York State Parks,http://www.dec.ny.gov/outdoor/23866.html,-75.408906029,44.611968966,"(44.611968966, -75.408906029)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,,Jefferson,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23890.html,-75.611558152,44.288390996,"(44.288390996, -75.611558152)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.253802855,44.323789512,"(44.323789512, -75.253802855)"
Oswegatchie River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31493.html,St. Lawrence,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23866.html,-75.251069743,44.316252208,"(44.316252208, -75.251069743)"
Genesee River (Lower),Brown Trout - Steelhead* - Coho Salmon* - Chinook Salmon* - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31420.html,Monroe,Shore Fishing,Seneca County Park,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrgeneseriv.pdf,-77.623502382,43.187095015,"(43.187095015, -77.623502382)"
East Branch Owego Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1971358,42.357152605,"(42.357152605, -76.1971358)"
East Branch Owego Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31498.html,Tioga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7ebrowegpfr.pdf,-76.1953179,42.373487602,"(42.373487602, -76.1953179)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.97948479,42.49136255,"(42.49136255, -74.97948479)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-75.00774898,42.457747565,"(42.457747565, -75.00774898)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.975157819,42.504856486,"(42.504856486, -74.975157819)"
Susquehanna River,Smallmouth Bass - Sunfish - Muskellunge - Northern Pike - Walleye - Carp - Channel Catfish,None,,Otsego,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/42299.html,-74.942416339,42.556642172,"(42.556642172, -74.942416339)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.243928351,43.111042434,"(43.111042434, -75.243928351)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23882.html,-75.193923274,43.10131106,"(43.10131106, -75.193923274)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-75.06987049,43.041288963,"(43.041288963, -75.06987049)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.978441496,43.018356349,"(43.018356349, -74.978441496)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Herkimer,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23891.html,-74.882157024,43.025548857,"(43.025548857, -74.882157024)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing - Boat Launch (Hand Launch),Canal Corporation,,-74.622224107,42.938432107,"(42.938432107, -74.622224107)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.572452615,42.908976336,"(42.908976336, -74.572452615)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.61129149,42.925152924,"(42.925152924, -74.61129149)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.577729666,42.909569765,"(42.909569765, -74.577729666)"
